"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ANH.PRB","Anworth Mortgage Asset  Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh.prb",
"ANH.PRC","Anworth Mortgage Asset  Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh.prc",
"ANH^A","Anworth Mortgage Asset  Corporation","24.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^a",
"ANH^B","Anworth Mortgage Asset  Corporation","20.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^b",
"ANH^C","Anworth Mortgage Asset  Corporation","22.4999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^c",
"AON","Aon plc","86.03","$23.57B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon",
"APA","Apache Corporation","38.03","$14.38B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa",
"AIV","Apartment Investment and Management Company","38.73","$6.06B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv",
"AIV.PRA","Apartment Investment and Management Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv.pra",
"AIV.PRZ","Apartment Investment and Management Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv.prz",
"AIV^A","Apartment Investment and Management Company","25.7735","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^a",
"AIV^Z","Apartment Investment and Management Company","25.475","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^z",
"ARI","Apollo Commercial Real Estate Finance","15.57","$1.05B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ari",
"ARI.PRA","Apollo Commercial Real Estate Finance","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ari.pra",
"ARI^A","Apollo Commercial Real Estate Finance","24.7099","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ari^a",
"APO","Apollo Global Management, LLC","13.73","$5.51B","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/apo",
"AIB","Apollo Investment Corporation","25.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aib",
"AIY","Apollo Investment Corporation","25.09","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/aiy",
"AMTG","Apollo Residential Mortgage, Inc.","10.47","$332.34M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amtg",
"AMTG^A","Apollo Residential Mortgage, Inc.","20.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amtg^a",
"AFT","Apollo Senior Floating Rate Fund Inc.","14.35","$223.47M","2011","n/a","n/a","http://www.nasdaq.com/symbol/aft",
"AIF","Apollo Tactical Income Fund Inc.","13.29","$192.23M","2013","n/a","n/a","http://www.nasdaq.com/symbol/aif",
"APLE","Apple Hospitality REIT, Inc.","17.69","$3.08B","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aple",
"AIT","Applied Industrial Technologies, Inc.","38","$1.49B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/ait",
"ATR","AptarGroup, Inc.","70.49","$4.4B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/atr",
"WTR","Aqua America, Inc.","29.96","$5.29B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/wtr",
"ARMK","Aramark","32","$7.7B","2013","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/armk",
"ABR","Arbor Realty Trust","6.35","$323.61M","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abr",
"ABR.PRA","Arbor Realty Trust","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr.pra",
"ABR.PRB","Arbor Realty Trust","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr.prb",
"ABR.PRC","Arbor Realty Trust","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr.prc",
"ABR^A","Arbor Realty Trust","22.7252","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^a",
"ABR^B","Arbor Realty Trust","21.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^b",
"ABR^C","Arbor Realty Trust","24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^c",
"ABRN","Arbor Realty Trust","22.52","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abrn",
"ARC","ARC Document Solutions, Inc.","3.67","$172.46M","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/arc",
"ARCX","Arc Logistic Partners LP","10.84","$208.73M","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/arcx",
"MT","ArcelorMittal","3.94","$6.52B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mt",
"ARH.PRC","Arch Capital Group Ltd.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arh.prc",
"ARH^C","Arch Capital Group Ltd.","25.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arh^c",
"ADM","Archer-Daniels-Midland Company","33.63","$20.07B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/adm",
"AROC","Archrock, Inc.","5.07","$352.09M","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aroc",
"ARCO","Arcos Dorados Holdings Inc.","2.81","$591.61M","2011","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arco",
"ASC","Ardmore Shipping Corporation","9.73","$254.04M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/asc",
"AFC","Ares Capital Corporation","25.19","$201.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afc",
"ARU","Ares Capital Corporation","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aru",
"ACRE","Ares Commercial Real Estate Corporation","10.57","$302.4M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acre",
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","12.41","$213.03M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ardc",
"ARES","Ares Management L.P.","11.71","$2.48B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/ares",
"AGX","Argan, Inc.","30.1","$446.28M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/agx",
"ANET","Arista Networks, Inc.","60.01","$4.07B","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/anet",
"AI","Arlington Asset Investment Corp","10.84","$249.6M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ai",
"AIC","Arlington Asset Investment Corp","17.75","n/a","2015","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","17.0015","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aiw",
"AHH","Armada Hoffler Properties, Inc.","10.54","$279.52M","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/ahh",
"ARR","ARMOUR Residential REIT, Inc.","18.51","$737.4M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arr",
"ARR.PRA","ARMOUR Residential REIT, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr.pra",
"ARR.PRB","ARMOUR Residential REIT, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr.prb",
"ARR^A","ARMOUR Residential REIT, Inc.","20.4999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^a",
"ARR^B","ARMOUR Residential REIT, Inc.","18.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^b",
"AWI","Armstrong World Industries Inc","37.72","$2.09B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/awi",
"ARW","Arrow Electronics, Inc.","49.86","$4.66B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/arw",
"AJG","Arthur J. Gallagher & Co.","37.35","$6.6B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","31.05","$2.28B","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/apam",
"ASA","ASA Gold and Precious Metals Limited","7.37","$142.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asa",
"ABG","Asbury Automotive Group Inc","49.09","$1.25B","2002","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/abg",
"AHP","Ashford Hospitality Prime, Inc.","11.23","$319.73M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ahp",
"AHT","Ashford Hospitality Trust Inc","5.4","$515.56M","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aht",
"AHT.PRA","Ashford Hospitality Trust Inc","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht.pra",
"AHT.PRD","Ashford Hospitality Trust Inc","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht.prd",
"AHT.PRE","Ashford Hospitality Trust Inc","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht.pre",
"AHT^A","Ashford Hospitality Trust Inc","22.1885","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^a",
"AHT^D","Ashford Hospitality Trust Inc","21.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^d",
"AHT^E","Ashford Hospitality Trust Inc","23.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^e",
"ASH","Ashland Inc.","95.81","$6.4B","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/ash",
"APB","Asia Pacific Fund, Inc. (The)","9.0399","$93.51M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apb",
"GRR","Asia Tigers Fund, Inc. (The)","8.48","$29.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grr",
"ASPN","Aspen Aerogels, Inc.","4.69","$108.37M","2014","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/aspn",
"AHL","Aspen Insurance Holdings Limited","45.49","$2.77B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ahl",
"AHL.PRA","Aspen Insurance Holdings Limited","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl.pra",
"AHL.PRB","Aspen Insurance Holdings Limited","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl.prb",
"AHL.PRC","Aspen Insurance Holdings Limited","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl.prc",
"AHL^A","Aspen Insurance Holdings Limited","24.115","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^a",
"AHL^B","Aspen Insurance Holdings Limited","26.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^b",
"AHL^C","Aspen Insurance Holdings Limited","25.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^c",
"ASB","Associated Banc-Corp","16.41","$2.47B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asb",
"ASB.PRB","Associated Banc-Corp","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb.prb",
"ASB.PRC","Associated Banc-Corp","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb.prc",
"ASB^B","Associated Banc-Corp","25.8301","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb^b",
"ASB^C","Associated Banc-Corp","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb^c",
"AC","Associated Capital Group, Inc.","26.53","$675.17M","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ac",
"AIZ","Assurant, Inc.","79.21","$5.22B","2004","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/aiz",
"AGO","Assured Guaranty Ltd.","23.42","$3.31B","2004","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ago",
"AGO.PRB","Assured Guaranty Ltd.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago.prb",
"AGO.PRE","Assured Guaranty Ltd.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago.pre",
"AGO.PRF","Assured Guaranty Ltd.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago.prf",
"AGO^B","Assured Guaranty Ltd.","25.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^b",
"AGO^E","Assured Guaranty Ltd.","25.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^e",
"AGO^F","Assured Guaranty Ltd.","24.8253","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^f",
"AF","Astoria Financial Corporation","14.5","$1.46B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/af",
"AF.PRC","Astoria Financial Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/af.prc",
"AF^C","Astoria Financial Corporation","25.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/af^c",
"AZN","Astrazeneca PLC","31.82","$80.44B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/azn",
"T","AT&T Inc.","35.4","$217.78B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/t",
"ATTO","Atento S.A.","9.09","$669.2M","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atto",
"AT","Atlantic Power Corporation","1.75","$213.76M","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/at",
"ATLS","Atlas Energy, L.P.","0.73","$18.99M","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/atls",
"ARP","Atlas Resource Partners, L.P.","0.705","$72.02M","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arp",
"ARP.PRD","Atlas Resource Partners, L.P.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arp.prd",
"ARP.PRE","Atlas Resource Partners, L.P.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arp.pre",
"ARP^D","Atlas Resource Partners, L.P.","3.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arp^d",
"ARP^E","Atlas Resource Partners, L.P.","7.2548","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arp^e",
"ATO","Atmos Energy Corporation","65.41","$6.64B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ato",
"ATW","Atwood Oceanics, Inc.","5.87","$379.52M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/atw",
"AUO","AU Optronics Corp","2.66","$2.56B","2002","Technology","Semiconductors","http://www.nasdaq.com/symbol/auo",
"ATHM","Autohome Inc.","25.22","$2.79B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/athm",
"ALV","Autoliv, Inc.","115.27","$10.15B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alv",
"AN","AutoNation, Inc.","45.49","$5.03B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/an",
"AZO","AutoZone, Inc.","743.59","$22.46B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/azo",
"AVB","AvalonBay Communities, Inc.","178","$24.36B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/avb",
"AGR","Avangrid, Inc.","37.41","$9.44B","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/agr",
"ACP","Avenue Income Credit Strategies Fund","10.21","$133.49M","2011","n/a","n/a","http://www.nasdaq.com/symbol/acp",
"AVY","Avery Dennison Corporation","59.61","$5.43B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/avy",
"AVG","AVG Technologies N.V.","18.5","$968.28M","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/avg",
"AVH","Avianca Holdings S.A.","3.64","$453.63M","2013","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/avh",
"AVA","Avista Corporation","35.4","$2.21B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ava",
"AV","Aviva plc","13.41","$19.78B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/av",
"AVV","Aviva plc","26.59","n/a","2011","Finance","Life Insurance","http://www.nasdaq.com/symbol/avv",
"AVT","Avnet, Inc.","39.86","$5.26B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/avt",
"AVP","Avon Products, Inc.","2.78","$1.21B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/avp",
"AVX","AVX Corporation","11.22","$1.88B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/avx",
"AXTA","Axalta Coating Systems Ltd.","24.03","$5.72B","2014","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/axta",
"AXLL","Axiall Corporation","9.66","$681.8M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/axll",
"AXS","Axis Capital Holdings Limited","52.66","$5.08B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/axs",
"AXS.PRC","Axis Capital Holdings Limited","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs.prc",
"AXS.PRD","Axis Capital Holdings Limited","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs.prd",
"AXS^C","Axis Capital Holdings Limited","26.33","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^c",
"AXS^D","Axis Capital Holdings Limited","24.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^d",
"AZUR","Azure Midstream Partners, LP","2.31","$50.29M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/azur",
"AZZ","AZZ Inc.","49.06","$1.27B","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/azz",
"BGS","B&G Foods, Inc.","35.04","$2.03B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bgs",
"BW","Babcock","19.52","$1.05B","2015","Capital Goods","Building Products","http://www.nasdaq.com/symbol/bw",
"MCI","Babson Capital Corporate Investors","16.732","$325.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mci",
"BGH","Babson Capital Global Short Duration High Yield Fund","15.26","$306.08M","2012","n/a","n/a","http://www.nasdaq.com/symbol/bgh",
"MPV","Babson Capital Participation Investors","13.42","$137.68M","1988","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/mpv",
"BMI","Badger Meter, Inc.","54.2","$786.6M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bmi",
"BHI","Baker Hughes Incorporated","39.97","$17.43B","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/bhi",
